movieId,title,genres,rating num
1257,Better Off Dead... (1985),Comedy|Romance,27
419,"Beverly Hillbillies, The (1993)",Comedy,20
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,46
4084,Beverly Hills Cop II (1987),Action|Comedy|Crime|Thriller,19
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,59
1431,Beverly Hills Ninja (1997),Action|Comedy,16
33836,Bewitched (2005),Comedy|Fantasy|Romance,13
3156,Bicentennial Man (1999),Drama|Romance|Sci-Fi,15
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,16
2797,Big (1988),Comedy|Drama|Fantasy|Romance,91
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,11
2352,"Big Chill, The (1983)",Comedy|Drama,25
2694,Big Daddy (1999),Comedy,48
7147,Big Fish (2003),Drama|Fantasy|Romance,69
115617,Big Hero 6 (2014),Action|Animation|Comedy,41
1732,"Big Lebowski, The (1998)",Comedy|Crime,106
3646,Big Momma's House (2000),Comedy,17
994,Big Night (1996),Comedy|Drama,11
148626,"Big Short, The (2015)",Drama,26
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,14
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,28
4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi,20
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,45
3967,Billy Elliot (2000),Drama,37
216,Billy Madison (1995),Comedy,49
65,Bio-Dome (1996),Comedy,31
141,"Birdcage, The (1996)",Comedy,86
112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),Comedy|Drama,26
1333,"Birds, The (1963)",Horror|Thriller,44
421,Black Beauty (1994),Adventure|Children|Drama,12
5010,Black Hawk Down (2001),Action|Drama|War,50
122906,Black Panther (2017),Action|Adventure|Sci-Fi,11
88,Black Sheep (1996),Comedy,16
81591,Black Swan (2010),Drama|Thriller,42
2167,Blade (1998),Action|Horror|Thriller,58
5254,Blade II (2002),Action|Horror|Thriller,34
541,Blade Runner (1982),Action|Sci-Fi|Thriller,124
176371,Blade Runner 2049 (2017),Sci-Fi,18
8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,14
52245,Blades of Glory (2007),Comedy|Romance,17
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,64
2496,Blast from the Past (1999),Comedy|Romance,23
3671,Blazing Saddles (1974),Comedy|Western,62
72641,"Blind Side, The  (2009)",Drama,31
8370,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",Action|Comedy|Crime|Drama,12
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,53
3683,Blood Simple (1984),Crime|Drama|Film-Noir,19
4239,Blow (2001),Crime|Drama,51
423,Blown Away (1994),Action|Thriller,10
2950,"Blue Lagoon, The (1980)",Adventure|Drama|Romance,14
2076,Blue Velvet (1986),Drama|Mystery|Thriller,46
1772,Blues Brothers 2000 (1998),Action|Comedy|Musical,12
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,84
1171,Bob Roberts (1992),Comedy,17
2917,Body Heat (1981),Crime|Thriller,10
62374,Body of Lies (2008),Action|Drama|Thriller,11
3257,"Bodyguard, The (1992)",Drama|Romance|Thriller,32
3298,Boiler Room (2000),Crime|Drama|Thriller,21
63859,Bolt (2008),Action|Adventure|Animation|Children|Comedy,18
3005,"Bone Collector, The (1999)",Thriller,25
1084,Bonnie and Clyde (1967),Crime|Drama,35
1673,Boogie Nights (1997),Drama,39
73321,"Book of Eli, The (2010)",Action|Adventure|Drama,16
122,Boomerang (1992),Comedy|Romance,16
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,43
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,40
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,65
4008,Born on the Fourth of July (1989),Drama|War,13
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,12
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,23
866,Bound (1996),Crime|Drama|Romance|Thriller,23
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,112
91535,"Bourne Legacy, The (2012)",Action|Adventure|Drama|Thriller|IMAX,18
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,75
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,81
2770,Bowfinger (1999),Comedy,38
5669,Bowling for Columbine (2002),Documentary,58
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,12
112290,Boyhood (2014),Drama,17
2908,Boys Don't Cry (1999),Drama,39
218,Boys on the Side (1995),Comedy|Drama,14
6796,Boyz N the Hood (1991),Crime|Drama,18
585,"Brady Bunch Movie, The (1995)",Comedy,36
95167,Brave (2012),Action|Adventure|Animation|Children,30
110,Braveheart (1995),Action|Drama|War,237
1199,Brazil (1985),Fantasy|Sci-Fi,59
45501,"Break-Up, The (2006)",Comedy|Drama|Romance,11
1518,Breakdown (1997),Action|Thriller,13
1968,"Breakfast Club, The (1985)",Comedy|Drama,113
902,Breakfast at Tiffany's (1961),Drama|Romance,36
3359,Breaking Away (1979),Comedy|Drama,11
44761,Brick (2005),Crime|Drama|Film-Noir|Mystery,12
86833,Bridesmaids (2011),Comedy,21
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,45
105,"Bridges of Madison County, The (1995)",Drama|Romance,23
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,65
8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,20
3882,Bring It On (2000),Comedy,34
955,Bringing Up Baby (1938),Comedy|Romance,18
2243,Broadcast News (1987),Comedy|Drama|Romance,28
39183,Brokeback Mountain (2005),Drama|Romance,34
95,Broken Arrow (1996),Action|Adventure|Thriller,84
34437,Broken Flowers (2005),Comedy|Drama,21
428,"Bronx Tale, A (1993)",Drama,18
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,14
36401,"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,20
144,"Brothers McMullen, The (1995)",Comedy,12
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,71
69784,Brüno (Bruno) (2009),Comedy,10
6755,Bubba Ho-tep (2002),Comedy|Horror,14
56587,"Bucket List, The (2007)",Comedy|Drama,13
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,12
3264,Buffy the Vampire Slayer (1992),Action|Comedy|Horror,26
2355,"Bug's Life, A (1998)",Adventure|Animation|Children|Comedy,92
3361,Bull Durham (1988),Comedy|Drama|Romance,35
6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi,11
348,Bullets Over Broadway (1994),Comedy,30
1883,Bulworth (1998),Comedy|Drama|Romance,24
61323,Burn After Reading (2008),Comedy|Crime|Drama,39
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,62
93840,"Cabin in the Woods, The (2012)",Comedy|Horror|Sci-Fi|Thriller,22
784,"Cable Guy, The (1996)",Comedy|Thriller,54
3552,Caddyshack (1980),Comedy,52
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,15
157,Canadian Bacon (1995),Comedy|War,11
1342,Candyman (1992),Horror|Thriller,11
4396,"Cannonball Run, The (1981)",Action|Comedy,10
1344,Cape Fear (1962),Crime|Drama|Thriller,14
1343,Cape Fear (1991),Thriller,25
37741,Capote (2005),Crime|Drama,23
122920,Captain America: Civil War (2016),Action|Sci-Fi|Thriller,22
88140,Captain America: The First Avenger (2011),Action|Adventure|Sci-Fi|Thriller|War,32
110102,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,31
105504,Captain Phillips (2013),Adventure|Drama|Thriller|IMAX,21
431,Carlito's Way (1993),Crime|Drama,42
1345,Carrie (1976),Drama|Fantasy|Horror|Thriller,36
45517,Cars (2006),Animation|Children|Comedy,41
912,Casablanca (1942),Drama|Romance,100
16,Casino (1995),Crime|Drama,82
49272,Casino Royale (2006),Action|Adventure|Thriller,81
158,Casper (1995),Adventure|Children,62
4022,Cast Away (2000),Drama,100
971,Cat on a Hot Tin Roof (1958),Drama,10
5989,Catch Me If You Can (2002),Crime|Drama,115
4386,Cats & Dogs (2001),Children|Comedy,11
2360,"Celebration, The (Festen) (1998)",Drama,12
3863,"Cell, The (2000)",Drama|Horror|Thriller,45
836,Chain Reaction (1996),Action|Adventure|Thriller,17
88785,"Change-Up, The (2011)",Comedy,10
120466,Chappie (2015),Action|Thriller,10
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,13
1957,Chariots of Fire (1981),Drama,13
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,61
3977,Charlie's Angels (2000),Action|Comedy,72
6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller,27
2137,Charlotte's Web (1973),Animation|Children,21
1639,Chasing Amy (1997),Comedy|Drama|Romance,52
1194,Cheech and Chong's Up in Smoke (1978),Comedy,11
5991,Chicago (2002),Comedy|Crime|Drama|Musical,49
3751,Chicken Run (2000),Animation|Children|Comedy,78
1991,Child's Play (1988),Horror|Thriller,12
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,64
2312,Children of a Lesser God (1986),Drama,12
2122,Children of the Corn (1984),Horror|Thriller,11
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,59
7247,Chitty Chitty Bang Bang (1968),Adventure|Children|Comedy|Fantasy|Musical,11
4014,Chocolat (2000),Drama|Romance,47
27815,"Chorus, The (Choristes, Les) (2004)",Drama,11
2517,Christine (1983),Horror,10
2804,"Christmas Story, A (1983)",Children|Comedy,55
2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,30
59501,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy,12
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,62
8371,"Chronicles of Riddick, The (2004)",Action|Sci-Fi|Thriller,23
3148,"Cider House Rules, The (1999)",Drama,26
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,42
33660,Cinderella Man (2005),Drama|Romance,17
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,34
222,Circle of Friends (1995),Drama|Romance,16
923,Citizen Kane (1941),Drama|Mystery,69
100,City Hall (1996),Drama|Thriller,14
3307,City Lights (1931),Comedy|Drama|Romance,13
4321,City Slickers (1991),Comedy|Western,31
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,55
1835,City of Angels (1998),Drama|Fantasy|Romance,17
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller,75
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,38
2433,"Civil Action, A (1998)",Drama,11
76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,13
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,110
223,Clerks (1994),Comedy,104
45728,Clerks II (2006),Comedy,13
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,23
350,"Client, The (1994)",Drama|Mystery|Thriller,57
434,Cliffhanger (1993),Action|Adventure|Thriller,101
159,Clockers (1995),Crime|Drama|Mystery,14
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,120
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,60
8981,Closer (2004),Drama|Romance,16
97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX,19
71264,Cloudy with a Chance of Meatballs (2009),Animation|Children|Fantasy|IMAX,17
57368,Cloverfield (2008),Action|Mystery|Sci-Fi|Thriller,27
2413,Clue (1985),Comedy|Crime|Mystery|Thriller,18
39,Clueless (1995),Comedy|Romance,104
4487,Cocktail (1988),Drama|Romance,11
177765,Coco (2017),Adventure|Animation|Children,13
2407,Cocoon (1985),Comedy|Sci-Fi,43
728,Cold Comfort Farm (1995),Comedy,10
7162,Cold Mountain (2003),Drama|Romance|War,12
8798,Collateral (2004),Action|Crime|Drama|Thriller,44
2739,"Color Purple, The (1985)",Drama,12
2474,"Color of Money, The (1986)",Drama,13
4489,Coming to America (1988),Comedy|Romance,24
3060,"Commitments, The (1991)",Comedy|Drama|Musical,15
1552,Con Air (1997),Action|Adventure|Thriller,59
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,31
435,Coneheads (1993),Comedy|Sci-Fi,63
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller,15
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,57
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,12
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,43
36517,"Constant Gardener, The (2005)",Drama|Thriller,13
31696,Constantine (2005),Action|Fantasy|Horror|Thriller,35
1584,Contact (1997),Drama|Sci-Fi,82
89470,Contagion (2011),Sci-Fi|Thriller|IMAX,12
3730,"Conversation, The (1974)",Drama|Mystery,17
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,11
2583,Cookie's Fortune (1999),Comedy|Drama,12
1276,Cool Hand Luke (1967),Drama,57
1020,Cool Runnings (1993),Comedy,37
7137,"Cooler, The (2003)",Comedy|Drama|Romance,10
1589,Cop Land (1997),Action|Crime|Drama|Thriller,16
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,36
66097,Coraline (2009),Animation|Fantasy|Thriller,35
27846,"Corporation, The (2003)",Documentary,10
37729,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance,44
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,17
647,Courage Under Fire (1996),Action|Crime|Drama|War,29
6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller,20
3825,Coyote Ugly (2000),Comedy|Drama|Romance,29
724,"Craft, The (1996)",Drama|Fantasy|Horror|Thriller,31
47200,Crank (2006),Action|Thriller,14
